id,source,title,agency,activity_type,posted_date,deadline,award_ceiling,currency,startup_eligible,consortium_eligible,keyword_score,semantic_score,combined_score,matched_topics,high_priority,url
GRANTS-GOV-360366,Grants.gov,"HEAL Initiative: Integrative Management of chronic Pain and OUD for Whole Recovery (IMPOWR) - Building Engagement, Assistance, Capacity, Outreach, and Networks (BEACON) Center",HHS-NIH11,Grant,2025-08-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360366
GRANTS-GOV-359130,Grants.gov,Stimulating Access to Research in Residency (StARR) (R38 Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-08-26,2028-01-10,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359130
GRANTS-GOV-359146,Grants.gov,Native American Research Centers for Health (NARCH) Planning Grants (R34 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-08-26,2028-07-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359146
GRANTS-GOV-358879,Grants.gov,Stephen I. Katz Early Stage Investigator Research Project Grant (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-08-25,2028-08-25,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358879
GRANTS-GOV-360357,Grants.gov,Understanding and Promoting Resources and Opportunities for People with Autism and Fragile X and their Families Across the Lifespan,HHS-CDC-NCBDDD,Grant,2025-08-25,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360357
GRANTS-GOV-358880,Grants.gov,Stephen I. Katz Early Stage Investigator Research Project Grant (R01 Basic Experimental Studies with Human Required),HHS-NIH11,Grant,2025-08-25,2026-05-24,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358880
GRANTS-GOV-360336,Grants.gov,Strengthening global health security in India to contain public health threats and accelerate outbreak response,HHS-CDC-GHC,Grant,2025-08-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360336
GRANTS-GOV-360331,Grants.gov,Strengthening public health efforts to protect and improve health in the Democratic Republic of the Congo (DRC),HHS-CDC-GHC,Grant,2025-08-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360331
GRANTS-GOV-360343,Grants.gov,"Enhancing global laboratory systems to safely manage biological risks, deploy diagnostics, and sequence pathogens to improve capacities for global health threat response and detection",HHS-CDC-GHC,Grant,2025-08-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360343
GRANTS-GOV-360341,Grants.gov,Sustaining Global Health Security to protect and improve public health in Kenya,HHS-CDC-GHC,Grant,2025-08-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360341
GRANTS-GOV-360342,Grants.gov,"Strengthening Global Health Security by improving public health capacity to detect, notify, and respond to disease outbreaks globally",HHS-CDC-GHC,Grant,2025-08-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360342
GRANTS-GOV-360338,Grants.gov,Expanding global health security through local partnerships in Indonesia,HHS-CDC-GHC,Grant,2025-08-22,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360338
GRANTS-GOV-360324,Grants.gov,Improving global health security in C&ocirc;te d'Ivoire through collaboration with local partners,HHS-CDC-GHC,Grant,2025-08-21,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360324
GRANTS-GOV-360295,Grants.gov,Ending the HIV/HCV Epidemics in Indian Country,HHS-IHS,Grant,2025-08-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360295
GRANTS-GOV-360296,Grants.gov,National Indian Health Outreach and Education,HHS-IHS,Grant,2025-08-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360296
GRANTS-GOV-360300,Grants.gov,Tribal Self-Governance Planning,HHS-IHS,Grant,2025-08-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360300
GRANTS-GOV-360298,Grants.gov,Tribal Management Grant (TMG) Program,HHS-IHS,Grant,2025-08-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360298
GRANTS-GOV-360299,Grants.gov,Tribal Self-Governance Negotiation,HHS-IHS,Grant,2025-08-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360299
GRANTS-GOV-360301,Grants.gov,Epidemiology Program for American Indian/Alaska Native Tribes and Urban Indian Communities,HHS-IHS,Grant,2025-08-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360301
GRANTS-GOV-360294,Grants.gov,Addressing Dementia in Tribal and Urban Indian Communities:&nbsp;CAReS Program,HHS-IHS,Grant,2025-08-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360294
GRANTS-GOV-360270,Grants.gov,Grants to Support New Investigators in Conducting Research Related to Preventing Interpersonal Violence and Suicide Among Children and Youth (K01),HHS-CDC-HHSCDCERA,Grant,2025-08-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360270
GRANTS-GOV-360263,Grants.gov,Research Grants for Preventing Interpersonal Violence and Suicide Among Youth and Young Adults (R01),HHS-CDC-HHSCDCERA,Grant,2025-08-07,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360263
GRANTS-GOV-360201,Grants.gov,Collaborative Surveys to Provide Inputs into Vaccine-Related Economic Evaluations,HHS-CDC-HHSCDCERA,Grant,2025-08-01,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360201
GRANTS-GOV-360210,Grants.gov,Influenza Modeling and Forecasting,HHS-CDC-NCIRD,Grant,2025-08-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360210
GRANTS-GOV-360194,Grants.gov,Continuation and Expansion of the National Mesothelioma Virtual Bank for Translational Research (U24),HHS-CDC-HHSCDCERA,Grant,2025-07-31,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360194
GRANTS-GOV-360195,Grants.gov,Identify and Evaluate Potential Risk Factors for Amyotrophic Lateral Sclerosis (ALS),HHS-CDC-HHSCDCERA,Grant,2025-07-31,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360195
GRANTS-GOV-360160,Grants.gov,Causal Hypotheses on the Oral-Systemic Health Impacts of Human Behaviors among People with Chronic Conditions,HHS-NIH11,Grant,2025-07-29,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360160
GRANTS-GOV-360159,Grants.gov,"Limited Competition: Social, Behavioral, &amp; Economic (SBE) Coordinating Center",HHS-NIH11,Grant,2025-07-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360159
GRANTS-GOV-359020,Grants.gov,Funding Opportunity Announcement for Impact of Environmental Exposures on Gut-Brain Signaling in Neurological Conditions (R01),HHS-NIH11,Grant,2025-07-18,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359020
GRANTS-GOV-359970,Grants.gov,NIEHS Worker Training Program&rsquo;s HAZMAT Training at DOE Nuclear Weapons Complex (UH4 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-07-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359970
GRANTS-GOV-359208,Grants.gov,Clinical Data Ecosystem for Genomics (CDEG),HHS-NIH11,Grant,2025-07-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359208
GRANTS-GOV-360048,Grants.gov,HEAL Initiative: Integrative Management of Chronic Pain and Opioid Use Disorder (OUD) for Whole Recovery: Health Systems,HHS-NIH11,Grant,2025-07-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/360048
GRANTS-GOV-359991,Grants.gov,Infertility Training Center,HHS-OPHS,Grant,2025-07-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359991
GRANTS-GOV-359940,Grants.gov,Grants for Early Medical/Surgical Specialists' Transition to Aging Research (GEMSSTAR),HHS-NIH11,Grant,2025-07-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359940
GRANTS-GOV-359946,Grants.gov,NIDCR Prospective Observational or Biomarker Validation Study Cooperative Agreement,HHS-NIH11,Grant,2025-07-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359946
GRANTS-GOV-359941,Grants.gov,Assessing the Feasibility of Incorporating Mechanisms in Multisite Clinical Trials of Mind and Body Interventions on Whole Person Health Restoration,HHS-NIH11,Grant,2025-07-08,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359941
GRANTS-GOV-359676,Grants.gov,Limited Competition: Stimulating Access to Research in Residency Transition Scholar (StARRTS),HHS-NIH11,Grant,2025-07-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359676
GRANTS-GOV-359869,Grants.gov,Notice to Publish a Funding Opportunity Announcement for the Academic Career Excellence (ACE) Award (K32 - Independent Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-07-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359869
GRANTS-GOV-359894,Grants.gov,Forecast to Publish a Notice of Funding Opportunity for Academic Career Excellence (ACE) Award (K32 - Clinical Trial Required),HHS-NIH11,Grant,2025-07-01,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359894
GRANTS-GOV-359695,Grants.gov,Promoting a Basic Understanding of Chemical Threats to Skin (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-30,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359695
GRANTS-GOV-359864,Grants.gov,Forecast to Publish a Funding Opportunity Announcement for EmbraceHealth Clinical Research Network to Reduce Health Disparities &ndash; Coordinating Center,HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359864
GRANTS-GOV-359866,Grants.gov,Extracellular Vesicle Therapeutics for Regenerative Medicine (ExTReMe),HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359866
GRANTS-GOV-359868,Grants.gov,Dementia Care and Caregiver Support Intervention Research - Stages II - V,HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359868
GRANTS-GOV-359852,Grants.gov,Selective Precision Targeting (SPoT),HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359852
GRANTS-GOV-359851,Grants.gov,Biomarkers of Cognitive Decline and Dementias of Aging in Individuals within the Autism Spectrum,HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359851
GRANTS-GOV-359850,Grants.gov,Early- and Late-Stage Clinical Trials for the Spectrum of Alzheimer's Disease/Alzheimer's Disease-Related Dementias and Age-Related Cognitive Decline,HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359850
GRANTS-GOV-359854,Grants.gov,Forecast to Publish a Notice of Funding Opportunity for The Experimental Therapeutics Clinical Trials Network (ETCTN) Pharmacokinetic Resource Laboratory (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359854
GRANTS-GOV-359860,Grants.gov,Multidisciplinary Research to Accelerate Hepatitis B Cure in Persons Living with HIV and HBV (MRA-HBV),HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359860
GRANTS-GOV-359859,Grants.gov,NIAID Clinical Trial Implementation Cooperative Agreement,HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359859
GRANTS-GOV-359857,Grants.gov,Alzheimer's Clinical Trials Consortium (ACTC) Clinical Trials,HHS-NIH11,Grant,2025-06-27,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359857
GRANTS-GOV-359858,Grants.gov,Transition to Aging Research for Predoctoral Students,HHS-NIH11,Grant,2025-06-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359858
GRANTS-GOV-359740,Grants.gov,Data Coordinating Center for the Aging and Alzheimer&rsquo;s Disease Mouse Brain Atlas (AD-MBA),HHS-NIH11,Grant,2025-06-20,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359740
GRANTS-GOV-358967,Grants.gov,Environmental influences on Child Health Outcomes (ECHO) Cohort Data and Biospecimen Access (X01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-18,2028-03-01,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358967
GRANTS-GOV-358823,Grants.gov,Blueprint MedTech Translator (UG3/UH3 - Clinical Trial Optional),HHS-NIH11,Grant,2025-06-17,2028-01-28,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358823
GRANTS-GOV-358828,Grants.gov,NIDCR Dual Degree Dentist Scientist Pathway to Independence Award (K99/R00 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-17,2028-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358828
GRANTS-GOV-359019,Grants.gov,Research on System Support and Tools for Provider Training and Quality Monitoring for Suicide Preventive Care,HHS-NIH11,Grant,2025-06-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359019
GRANTS-GOV-359203,Grants.gov,Pilot Effectiveness Trials of Peer Support Services for Suicide Prevention,HHS-NIH11,Grant,2025-06-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359203
GRANTS-GOV-359699,Grants.gov,"Single Source: Accelerating Medicines Partnership&reg; Schizophrenia (AMP&reg; SCZ): Clinical Trial Data Processing, Analysis, and Coordination Center",HHS-NIH11,Grant,2025-06-17,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359699
GRANTS-GOV-359201,Grants.gov,Advancing Research on Empirically-Supported Interventions for Older Adults Living with Serious Mental Illness (SMI),HHS-NIH11,Grant,2025-06-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359201
GRANTS-GOV-359154,Grants.gov,Expanding the Target Landscape by Drugging the Undruggable (R21 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-17,2028-02-17,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359154
GRANTS-GOV-359202,Grants.gov,Addressing Methodological Challenges with Clinical Trials of Rapid-Acting Psychotropic Interventional Drugs (RAPIDs) (R01 Clinical Trial Required),HHS-NIH11,Grant,2025-06-17,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359202
GRANTS-GOV-359732,Grants.gov,NIAID Investigator Initiated Program Project Applications,HHS-NIH11,Grant,2025-06-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359732
GRANTS-GOV-359090,Grants.gov,Forecast to Publish a Funding Opportunity Announcement for Cancer Epidemiology Cohorts: Building the Next Generation of Research Cohorts (U01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359090
GRANTS-GOV-359091,Grants.gov,Forecast to Publish a Funding Opportunity Announcement for Research Opportunities in Cancer Epidemiology Cohort Studies (U01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-16,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359091
GRANTS-GOV-358875,Grants.gov,Support for Research Excellence  First Independent Research (SuRE-First) Award (R16 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-13,2028-09-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358875
GRANTS-GOV-358829,Grants.gov,Support for Research Excellence (SuRE) Award (R16 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-13,2028-09-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358829
GRANTS-GOV-359692,Grants.gov,NIAID Resource-Related Research Projects,HHS-NIH11,Grant,2025-06-12,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359692
GRANTS-GOV-359073,Grants.gov,Ancillary Studies to Ongoing Clinical Projects (R01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-12,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359073
GRANTS-GOV-358831,Grants.gov,Ruth L. Kirschstein National Research Service Award (NRSA) Individual Fellowship for Students at Institutions Without NIH-Funded Institutional Predoctoral Dual-Degree Training Programs (Parent F30),HHS-NIH11,Grant,2025-06-12,2028-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358831
GRANTS-GOV-358830,Grants.gov,Ruth L. Kirschstein National Research Service Award (NRSA) Individual Postdoctoral Fellowship (Parent F32),HHS-NIH11,Grant,2025-06-12,2028-05-07,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358830
GRANTS-GOV-359702,Grants.gov,Predoctoral to Postdoctoral Transition Award,HHS-NIH11,Grant,2025-06-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359702
GRANTS-GOV-359703,Grants.gov,"NIH Research Education Program - Courses, Curriculum &amp; Methods (Parent R25 - Clinical Trial Not Allowed)",HHS-NIH11,Grant,2025-06-11,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359703
GRANTS-GOV-359665,Grants.gov,Forecast to Publish a Funding Opportunity Announcement for Research Centers in Minority Institutions (RCMI) (U54 - Clinical Trial Optional),HHS-NIH11,Grant,2025-06-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359665
GRANTS-GOV-359666,Grants.gov,PRIMED-AI: Translating Models to Clinic (UG3/UH3 Clinical Trial Optional),HHS-NIH11,Grant,2025-06-10,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359666
GRANTS-GOV-359651,Grants.gov,Renewal of the Clinician-Scientists Transdisciplinary Aging Research (Clin-STAR) Coordinating Center,HHS-NIH11,Grant,2025-06-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359651
GRANTS-GOV-359657,Grants.gov,Mechanistic Exploration of Therapeutic Targets and Treatable Traits to Improve CNS Outcomes in People with HIV,HHS-NIH11,Grant,2025-06-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359657
GRANTS-GOV-359650,Grants.gov,Limited Competition: Superfund Hazardous Substance Research and Training&#8239;Program (P42 Clinical Trial Optional)&#8239;,HHS-NIH11,Grant,2025-06-09,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359650
GRANTS-GOV-359277,Grants.gov,Genomic Variant Interactions With Other Variants Or The Environment (UM1 Clinical Trials Not Allowed),HHS-NIH11,Grant,2025-06-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359277
GRANTS-GOV-359170,Grants.gov,"Computational Modeling and Analysis of the Impact of Genomic Variation on Function (UM1, Clinical Trial Not Allowed)",HHS-NIH11,Grant,2025-06-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359170
GRANTS-GOV-359270,Grants.gov,PRIMED-AI: Academic-Industrial Partnerships (UG3/UH3 Clinical Trial Optional),HHS-NIH11,Grant,2025-06-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359270
GRANTS-GOV-359268,Grants.gov,PRIMED-AI: Logistics Center (U24 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-06-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359268
GRANTS-GOV-359269,Grants.gov,PRIMED-AI: Validation Center (U54 Clinical Trial Not Allowed)&#8239;,HHS-NIH11,Grant,2025-06-06,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359269
GRANTS-GOV-359158,Grants.gov,Notice of Intent to Publish a Funding Opportunity Announcement for NIEHS Worker Training Program&rsquo;s Hazardous Materials Worker Health and Safety Training (U45 &ndash; Clinical Trials Not Allowed),HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359158
GRANTS-GOV-359152,Grants.gov,NIAMS Skin Biology and Diseases Resource-based Center (P30 - Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359152
GRANTS-GOV-359159,Grants.gov,Optimizing Behavioral Sleep Interventions for Adolescents and Young Adults,HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359159
GRANTS-GOV-359153,Grants.gov,NIMH Biobehavioral Research Awards for Innovative New Scientists (NIMH BRAINS) (R01 Clinical Trial Optional),HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359153
GRANTS-GOV-358896,Grants.gov,Advancing Nutrition-related Research Across the Lifespan,HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358896
GRANTS-GOV-358996,Grants.gov,Leveraging Nursing Research to Advance Healthy School Environments for All,HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358996
GRANTS-GOV-359022,Grants.gov,NINR Mentoring Resources and Activities,HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359022
GRANTS-GOV-359023,Grants.gov,Interrupting the Cycle of Violence Against Women Through Targeted Approaches: The We Care Initiative,HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359023
GRANTS-GOV-359132,Grants.gov,Forecast to Publish a Notice of Funding Opportunity (NOFO) for NCI Community Oncology Research Program (NCORP) Academic Community Sites (UG1 Clinical Trials Not Allowed),HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359132
GRANTS-GOV-358991,Grants.gov,Avant Garde/Avenir award for Investigators conducting high risk/high reward research on HIV and Substance Use (or Substance Use Disorders),HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358991
GRANTS-GOV-359067,Grants.gov,"Molecular, Neural, and Cognitive Mechanisms of Non-Invasive Brain Stimulation to Treat Substance Use Disorders",HHS-NIH11,Grant,2025-05-28,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359067
GRANTS-GOV-359133,Grants.gov,Forecast to Publish a Notice of Funding Opportunity for The Experimental Therapeutics Clinical Trials Network (ETCTN) Lead Academic Organizations (UM1 Clinical Trial Required),HHS-NIH11,Grant,2025-05-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359133
GRANTS-GOV-359140,Grants.gov,Forecast to Renew the Funding Opportunity Announcement for Multiple Chronic Disease Research Centers Coordinating Center (U24 Clinical Trial Not Required),HHS-NIH11,Grant,2025-05-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359140
GRANTS-GOV-359142,Grants.gov,Limited Competition: International epidemiology Databases to Evaluate AIDS (IeDEA) (U01 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-05-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359142
GRANTS-GOV-359136,Grants.gov,Forecast for NINDS Exploratory Grant Program in Myalgic Encephalomyelitis/Chronic Fatigue Syndrome Research (P20 - Clinical Trial Optional),HHS-NIH11,Grant,2025-05-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359136
GRANTS-GOV-359137,Grants.gov,Forecast for NIH Blueprint and BRAIN Initiative ACTION Potential Program (F99/K00 Clinical Trial Not Allowed),HHS-NIH11,Grant,2025-05-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359137
GRANTS-GOV-359149,Grants.gov,For Funding Opportunity for Maximizing the Scientific Value of Data Generated by the Environmental influences on Child Health Outcomes (ECHO) Program: Dissertation Grant (R36),HHS-NIH11,Grant,2025-05-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359149
GRANTS-GOV-359150,Grants.gov,For Funding Opportunity for Maximizing the Scientific Value of Data Generated by the Environmental Influences on Child Health Outcomes (ECHO) Program: Ruth L. Kirschstein NRSA Individual Postdoctoral Fellowship (F32),HHS-NIH11,Grant,2025-05-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359150
GRANTS-GOV-359123,Grants.gov,"Community Engagement Evaluation and Data Coordination (CEED) Hub to Advance Data and Practice Transformation for Optimizing Oral Health for All (U01, Clinical Trial Not Allowed)",HHS-NIH11,Grant,2025-05-27,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/359123
GRANTS-GOV-358997,Grants.gov,Forecast to Publish a Funding Opportunity Announcement for the Consortium on the Neurobiology of Adolescent Drinking in Adulthood (NADIA) Administrative Resource (Collaborative U24 - Clinical Trials not allowed),HHS-NIH11,Grant,2025-05-22,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358997
GRANTS-GOV-358941,Grants.gov,Limited Competition for the Continuation of the National Consortium on Alcohol and Neurodevelopment in Adolescence (NCANDA) Administrative Resource (U24 Clinical Trials Optional),HHS-NIH11,Grant,2025-05-22,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358941
GRANTS-GOV-358959,Grants.gov,Continued Development of the Gabriella Miller Kids First Pediatric Data Resource Center (U2C Clinical Trials Not Allowed),HHS-NIH11,Grant,2025-05-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358959
GRANTS-GOV-358960,Grants.gov,Gabriella Miller Kids First Training and Outreach Core (U24 Clinical Trials Not Allowed),HHS-NIH11,Grant,2025-05-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358960
GRANTS-GOV-358931,Grants.gov,Infrastructure for Population Dynamics Research Program (iPOP),HHS-NIH11,Grant,2025-05-14,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358931
GRANTS-GOV-358932,Grants.gov,Strategies to Improve Health Outcomes and Reduce Health Disparities in Rural Populations (R01 Clinical Trial Optional),HHS-NIH11,Grant,2025-05-13,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358932
GRANTS-GOV-358940,Grants.gov,Forecast to Publish a Funding Opportunity Announcement for Limited Competition for the Continuation of the National Consortium on Alcohol and Neurodevelopment in Adolescence (NCANDA) Research Project Sites (U01 Clinical Trials Optional),HHS-NIH11,Grant,2025-05-13,,,USD,False,True,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358940
GRANTS-GOV-358939,Grants.gov,HEAL NOFO for the HEAL INTERACT Data Center,HHS-NIH11,Grant,2025-05-13,,,USD,False,False,0.0,,0.0,,False,https://www.grants.gov/search-results-detail/358939
